Date,country,avgtemp_c,maxtemp_c,mintemp_c,totalprecip_mm,avghumidity,maxwind_kph
2015-07-04,mexico,28.7,33.8,25.1,0.0,63.0,12.2
2015-07-05,india,27.7,30.0,26.2,4.7,87.0,14.4
2015-07-05,mexico,29.3,34.1,25.7,0.0,62.0,12.4
2015-07-06,india,27.6,29.2,26.2,6.7,87.0,17.8
2015-07-06,mexico,28.9,33.6,24.5,0.0,65.0,10.7
2015-07-07,india,27.4,29.1,25.8,7.6,87.0,15.8
2015-07-07,mexico,27.9,31.8,23.5,0.0,64.0,11.9
2015-07-08,india,27.0,28.2,25.9,7.9,88.0,16.2
2015-07-08,mexico,28.2,32.6,24.2,0.0,58.0,10.7
2015-07-09,india,26.7,28.5,25.7,10.3,88.0,15.7
2015-07-09,mexico,27.3,30.9,24.5,4.3,62.0,13.0
2015-07-10,india,27.0,28.9,25.6,7.1,89.0,18.7
2015-07-10,mexico,26.2,29.4,23.7,6.8,72.0,8.6
2015-07-11,india,27.3,28.7,25.5,8.1,88.0,19.4
2015-07-11,mexico,26.3,29.8,23.0,7.3,72.0,7.9
2015-07-12,india,27.3,29.3,25.7,6.4,86.0,16.2
2015-07-12,mexico,28.0,32.8,23.5,0.0,62.0,10.4
2015-07-13,india,27.2,29.6,25.4,3.7,87.0,10.4
2015-07-13,mexico,27.7,31.6,23.2,0.0,64.0,11.5
2015-07-14,india,27.7,30.2,25.1,3.5,85.0,12.6
2015-07-14,mexico,27.2,31.8,22.9,0.0,67.0,11.5
2015-07-15,india,27.5,29.5,26.0,4.1,83.0,16.2
2015-07-15,mexico,27.3,32.4,22.9,0.0,71.0,12.2
2015-07-16,india,27.1,29.0,25.7,9.4,84.0,17.5
2015-07-16,mexico,27.9,32.6,22.5,2.8,66.0,13.7
2015-07-17,india,27.1,28.7,26.0,8.9,87.0,18.4
2015-07-17,mexico,28.4,32.5,24.3,0.7,61.0,9.7
2015-07-18,india,27.0,28.7,25.9,11.2,88.0,18.7
2015-07-18,mexico,27.3,31.9,24.0,2.9,67.0,11.2
2015-07-19,india,26.9,28.6,25.7,12.4,87.0,22.0
2015-07-19,mexico,27.1,31.6,22.8,4.2,70.0,13.7
2015-07-20,india,26.9,29.0,25.6,10.8,87.0,17.3
2015-07-20,mexico,27.6,32.3,22.7,0.5,65.0,12.6
2015-07-21,india,26.6,28.5,25.8,10.5,88.0,17.6
2015-07-21,mexico,27.7,32.3,23.6,0.0,62.0,13.3
2015-07-22,india,26.8,28.0,25.8,10.9,87.0,17.6
2015-07-22,mexico,28.4,32.9,23.9,0.0,65.0,10.8
2015-07-23,india,26.6,27.9,25.6,15.1,87.0,18.4
2015-07-23,mexico,28.0,32.6,24.4,1.1,73.0,11.9
2015-07-24,india,26.4,27.5,25.5,32.9,88.0,17.3
2015-07-24,mexico,28.1,33.3,24.4,11.9,72.0,11.2
2015-07-25,india,26.4,28.4,25.2,14.4,88.0,15.8
2015-07-25,mexico,28.2,32.9,23.2,0.1,74.0,11.8
2015-07-26,india,26.3,28.3,25.0,11.5,87.0,16.6
2015-07-26,mexico,28.8,34.3,24.0,0.0,65.0,13.2
2015-07-27,india,26.5,28.7,25.1,11.1,87.0,19.8
2015-07-27,mexico,28.6,33.5,23.6,0.0,65.0,11.8
2015-07-28,india,27.1,29.2,25.2,2.7,87.0,20.5
2015-07-28,mexico,28.8,33.0,24.2,0.0,64.0,12.6
2015-07-29,india,26.5,28.2,25.2,4.1,88.0,18.4
2015-07-29,mexico,28.5,33.4,24.3,0.0,64.0,11.0
2015-07-30,india,26.4,28.3,24.9,6.5,88.0,19.1
2015-07-30,mexico,28.0,32.2,23.5,3.9,68.0,9.7
2015-07-31,india,26.1,27.4,24.9,12.0,88.0,16.9
2015-07-31,mexico,27.8,32.7,23.0,32.6,66.0,12.6
2015-08-01,india,26.4,27.9,24.6,10.7,87.0,15.1
2015-08-01,mexico,28.2,32.8,23.3,0.0,62.0,10.3
2015-08-02,india,26.5,28.4,25.1,3.3,87.0,16.2
2015-08-02,mexico,28.5,32.8,23.7,0.2,64.0,8.3
2015-08-03,india,26.4,28.5,24.9,4.7,87.0,14.4
2015-08-03,mexico,28.7,33.9,24.2,0.0,67.0,11.2
2015-08-04,india,26.0,27.3,24.7,5.0,87.0,18.0
2015-08-04,mexico,29.1,34.3,24.1,0.0,64.0,12.5
2015-08-05,india,25.7,27.2,24.7,14.1,89.0,14.4
2015-08-05,mexico,29.5,34.5,24.2,0.0,63.0,12.8
2015-08-06,india,26.0,27.2,24.8,12.7,91.0,21.2
2015-08-06,mexico,29.1,33.7,25.0,0.0,65.0,11.9
2015-08-07,india,26.1,27.2,24.7,9.4,89.0,16.2
2015-08-07,mexico,28.8,33.1,23.9,0.0,65.0,13.3
2015-08-08,india,26.1,27.8,25.0,6.8,89.0,14.6
2015-08-08,mexico,29.0,33.9,25.2,0.0,66.0,12.2
2015-08-09,india,25.7,26.5,25.1,5.4,91.0,14.8
2015-08-09,mexico,28.4,33.3,25.0,0.3,71.0,10.8
2015-08-10,india,25.8,26.8,25.1,8.5,90.0,14.2
2015-08-10,mexico,27.4,32.3,22.9,4.8,71.0,11.2
2015-08-11,india,26.0,27.3,25.0,10.0,88.0,11.9
2015-08-11,mexico,26.8,31.4,22.6,2.1,69.0,8.6
2015-08-12,india,26.5,28.6,24.9,9.3,85.0,11.9
2015-08-12,mexico,26.6,31.0,22.6,3.1,71.0,9.7
2015-08-13,india,26.2,28.6,24.7,12.1,86.0,13.3
2015-08-13,mexico,27.7,32.6,23.9,0.4,70.0,13.0
2015-08-14,india,26.3,28.2,24.9,12.4,85.0,16.2
2015-08-14,mexico,27.9,33.7,23.4,3.0,68.0,13.0
2015-08-15,india,26.7,28.9,24.9,11.6,84.0,10.4
2015-08-15,mexico,27.5,32.3,22.5,1.4,68.0,10.4
2015-08-16,india,26.6,28.3,25.0,3.2,85.0,9.7
2015-08-16,mexico,27.9,31.7,23.9,0.0,63.0,11.9
2015-08-17,india,26.9,29.5,24.7,2.0,84.0,9.7
2015-08-17,mexico,28.2,33.2,23.4,7.1,67.0,11.9
2015-08-18,india,27.7,29.9,24.6,1.1,82.0,10.4
2015-08-18,mexico,28.8,33.4,24.1,0.0,70.0,11.3
2015-08-19,india,27.9,30.3,25.1,0.4,84.0,13.3
2015-08-19,mexico,28.2,33.9,23.6,0.2,69.0,12.0
2015-08-20,india,27.4,29.7,25.6,3.9,84.0,13.7
2015-08-20,mexico,28.6,33.5,24.5,0.0,69.0,11.2
2015-08-21,india,27.0,29.3,24.9,10.1,83.0,10.4
2015-08-21,mexico,29.1,33.9,24.2,0.2,64.0,13.0
2015-08-22,india,26.3,28.6,25.0,7.2,85.0,14.8
2015-08-22,mexico,28.8,33.7,23.9,0.0,61.0,13.0
2015-08-23,india,26.5,28.5,24.8,5.2,86.0,12.6
2015-08-23,mexico,27.9,32.3,23.6,0.0,69.0,11.2
2015-08-24,india,26.5,28.9,24.3,3.1,84.0,11.9
2015-08-24,mexico,28.6,33.8,24.1,0.0,65.0,13.8
2015-08-25,india,26.0,27.8,25.0,2.1,85.0,13.3
2015-08-25,mexico,27.2,32.7,22.9,0.2,69.0,11.9
2015-08-26,india,26.4,28.0,24.2,2.2,85.0,14.8
2015-08-26,mexico,27.3,32.9,22.4,0.4,70.0,11.2
2015-08-27,india,26.5,28.2,24.6,3.0,84.0,14.0
2015-08-27,mexico,27.8,32.7,24.0,0.3,68.0,10.8
2015-08-28,india,26.2,28.4,24.3,3.0,82.0,10.8
2015-08-28,mexico,27.9,32.2,23.9,8.5,66.0,12.6
2015-08-29,india,26.2,27.7,24.6,4.1,84.0,11.9
2015-08-29,mexico,28.5,33.2,24.1,0.1,69.0,10.7
2015-08-30,india,26.5,28.8,24.5,3.9,81.0,12.2
2015-08-30,mexico,28.2,32.5,24.3,0.8,66.0,11.4
2015-08-31,india,26.8,28.8,25.0,2.1,81.0,11.5
2015-08-31,mexico,28.2,32.8,24.1,1.7,61.0,9.0
2015-09-01,india,26.4,28.5,24.7,2.3,87.0,15.7
2015-09-01,mexico,26.6,30.9,23.6,12.7,75.0,8.6
2015-09-02,india,26.9,29.2,23.9,3.3,80.0,11.5
2015-09-02,mexico,27.3,32.2,22.8,13.7,71.0,11.5
2015-09-03,india,26.8,29.7,23.0,1.2,80.0,9.7
2015-09-03,mexico,27.5,32.6,24.0,0.5,69.0,11.0
2015-09-04,india,27.3,30.2,23.3,0.2,77.0,10.5
2015-09-04,mexico,26.8,29.6,24.5,0.7,74.0,8.8
2015-09-05,india,27.5,31.0,24.6,0.0,87.0,15.5
2015-09-05,mexico,26.2,29.3,23.8,0.5,76.0,10.5
2015-09-06,india,27.4,30.0,24.5,0.0,87.0,14.3
2015-09-06,mexico,28.5,32.6,25.3,1.6,65.0,10.0
2015-09-07,india,27.6,29.4,25.3,5.5,75.0,13.0
2015-09-07,mexico,27.6,30.7,24.5,0.0,72.0,6.8
2015-09-08,india,26.8,29.5,24.1,11.6,77.0,12.2
2015-09-08,mexico,28.4,33.6,23.9,0.0,63.0,11.3
2015-09-09,india,26.5,29.8,23.9,12.6,78.0,11.5
2015-09-09,mexico,27.5,31.2,24.3,0.1,69.0,9.0
2015-09-10,india,26.5,29.8,24.4,38.4,81.0,12.6
2015-09-10,mexico,27.5,30.9,24.2,0.5,69.0,11.9
2015-09-11,india,26.2,28.1,24.4,122.9,83.0,10.2
2015-09-11,mexico,27.7,32.2,24.0,2.3,71.0,10.2
2015-09-12,india,27.0,29.9,24.2,3.1,80.0,13.4
2015-09-12,mexico,27.7,32.7,23.2,2.2,69.0,10.4
2015-09-13,india,27.0,29.9,24.6,7.7,82.0,14.0
2015-09-13,mexico,26.8,31.7,23.2,7.3,73.0,10.4
2015-09-14,india,26.5,28.9,24.7,19.0,84.0,8.6
2015-09-14,mexico,26.9,32.1,23.2,3.1,75.0,10.8
2015-09-15,india,26.7,29.0,24.4,38.3,80.0,15.5
2015-09-15,mexico,27.4,31.6,24.1,1.3,74.0,10.1
2015-09-16,india,26.6,28.8,24.4,32.4,83.0,11.8
2015-09-16,mexico,27.6,30.9,23.8,0.0,78.0,10.5
2015-09-17,india,26.4,28.7,24.4,5.3,85.0,13.5
2015-09-17,mexico,26.9,30.2,24.0,0.2,76.0,11.2
2015-09-18,india,26.1,27.9,24.4,4.3,86.0,14.2
2015-09-18,mexico,26.4,29.3,23.9,6.2,77.0,10.5
2015-09-19,india,27.0,29.8,24.4,1.6,85.0,16.2
2015-09-19,mexico,26.4,29.5,23.7,1.3,78.0,10.5
2015-09-20,india,26.4,29.7,24.6,3.7,85.0,14.0
2015-09-20,mexico,27.6,31.4,24.8,0.2,76.0,11.2
2015-09-21,india,26.5,29.0,24.2,4.8,84.0,12.6
2015-09-21,mexico,27.1,31.4,23.8,9.8,77.0,11.2
2015-09-22,india,26.7,29.4,24.0,2.0,84.0,13.0
2015-09-22,mexico,26.6,29.7,23.2,7.5,79.0,9.7
2015-09-23,india,27.5,30.1,24.0,1.0,85.0,9.0
2015-09-23,mexico,26.4,31.5,23.4,9.9,79.0,7.4
2015-09-24,india,27.8,30.4,24.1,0.2,84.0,14.4
2015-09-24,mexico,25.7,29.5,22.6,8.33,82.0,10.1
2015-09-25,india,27.9,31.3,24.7,0.0,81.0,14.4
2015-09-25,mexico,24.9,28.7,22.5,31.59,79.0,11.9
2015-09-26,india,27.2,29.9,24.2,0.0,78.0,13.3
2015-09-26,mexico,25.7,30.3,22.2,17.47,80.0,10.0
2015-09-27,india,27.5,30.7,24.0,0.0,77.0,16.9
2015-09-27,mexico,26.4,31.9,22.3,3.9,76.0,11.2
2015-09-28,india,28.1,31.9,23.3,0.0,77.0,13.3
2015-09-28,mexico,26.4,31.0,23.1,7.4,78.0,9.7
2015-09-29,india,29.0,33.7,24.5,0.0,73.0,10.4
2015-09-29,mexico,26.3,30.7,22.9,21.0,77.0,10.2
2015-09-30,india,29.4,34.2,25.8,3.0,73.0,9.7
2015-09-30,mexico,26.8,32.3,22.7,9.9,75.0,9.7
2015-10-01,india,28.1,31.9,25.2,32.9,81.0,9.7
2015-10-01,mexico,26.7,31.6,22.8,8.7,78.0,11.9
2015-10-02,india,27.3,30.4,25.4,15.1,81.0,11.9
2015-10-02,mexico,26.3,30.8,22.7,0.9,74.0,10.6
2015-10-03,india,27.3,30.0,25.3,17.2,81.0,8.3
2015-10-03,mexico,26.3,31.2,23.0,0.0,70.0,12.2
2015-10-04,india,27.0,30.9,24.9,9.5,81.0,7.9
2015-10-04,mexico,26.7,30.9,22.4,0.3,74.0,10.7
2015-10-05,india,27.0,29.9,24.7,17.9,83.0,8.6
2015-10-05,mexico,27.6,31.8,24.1,5.9,75.0,10.9
2015-10-06,india,27.8,31.3,23.8,0.0,74.0,8.3
2015-10-06,mexico,27.9,32.0,25.2,1.4,74.0,10.8
2015-10-07,india,27.8,32.1,24.2,3.7,79.0,10.4
2015-10-07,mexico,27.4,32.0,23.6,0.0,71.0,8.2
2015-10-08,india,27.9,31.3,23.9,0.6,78.0,10.1
2015-10-08,mexico,27.4,32.6,23.1,0.0,70.0,10.0
2015-10-09,india,28.1,31.2,25.1,3.0,82.0,14.6
2015-10-09,mexico,27.6,32.2,23.7,0.4,68.0,7.2
2015-10-10,india,27.8,30.8,24.8,1.2,83.0,17.4
2015-10-10,mexico,27.0,32.0,23.3,0.3,72.0,9.8
2015-10-11,india,27.6,31.4,24.7,2.6,84.0,19.4
2015-10-11,mexico,27.3,32.1,23.4,0.0,70.0,11.5
2015-10-12,india,27.9,31.5,24.4,0.3,83.0,14.8
2015-10-12,mexico,26.9,31.6,23.1,0.3,69.0,11.0
2015-10-13,india,27.9,31.1,24.0,2.8,82.0,10.8
2015-10-13,mexico,27.1,31.5,23.4,1.3,73.0,10.3
2015-10-14,india,28.4,33.2,24.0,0.7,72.0,9.0
2015-10-14,mexico,27.3,32.8,23.3,0.4,72.0,10.7
2015-10-15,india,28.8,33.8,24.5,0.0,66.0,7.2
2015-10-15,mexico,26.9,31.4,23.7,15.4,71.0,10.1
2015-10-16,india,28.7,32.6,24.8,0.1,74.0,6.1
2015-10-16,mexico,25.1,28.4,22.7,36.8,82.0,9.4
2015-10-17,india,28.9,33.1,24.5,0.0,79.0,7.6
2015-10-17,mexico,24.9,28.5,22.7,107.4,83.0,10.0
2015-10-18,india,29.0,32.2,25.3,0.9,77.0,7.2
2015-10-18,mexico,25.0,28.7,22.5,3.4,78.0,15.6
2015-10-19,india,29.1,32.3,24.7,2.1,77.0,9.0
2015-10-19,mexico,24.7,27.7,22.5,15.6,76.0,17.3
2015-10-20,india,29.3,34.3,24.6,0.0,71.0,9.7
2015-10-20,mexico,25.2,29.1,22.3,1.4,80.0,11.9
2015-10-21,india,29.3,33.8,25.0,0.0,62.0,9.0
2015-10-21,mexico,25.5,30.6,22.5,12.7,83.0,9.7
2015-10-22,india,29.2,33.8,25.1,0.0,60.0,11.2
2015-10-22,mexico,26.2,31.3,22.0,8.2,78.0,14.0
2015-10-23,india,29.3,32.6,25.1,0.0,62.0,9.4
2015-10-23,mexico,26.0,28.7,24.3,2.1,84.0,9.4
2015-10-24,india,29.6,33.6,27.1,0.0,66.0,9.7
2015-10-24,mexico,26.0,29.5,23.5,0.0,75.0,9.9
2015-10-25,india,28.8,32.0,25.6,0.6,66.0,9.7
2015-10-25,mexico,26.9,31.0,23.9,4.7,74.0,14.4
2015-10-26,india,28.5,31.9,25.0,0.0,66.0,11.5
2015-10-26,mexico,26.1,30.4,23.1,31.0,78.0,9.4
2015-10-27,india,27.5,31.3,24.6,0.7,71.0,9.0
2015-10-27,mexico,26.5,31.3,22.7,12.8,76.0,10.4
2015-10-28,india,27.7,32.4,23.5,0.2,70.0,10.1
2015-10-28,mexico,26.6,31.5,23.0,1.84,78.0,10.0
2015-10-29,india,28.0,32.1,24.0,0.0,71.0,7.9
2015-10-29,mexico,26.6,31.7,22.7,1.8,79.0,12.6
2015-10-30,india,28.5,32.6,24.7,0.0,72.0,9.4
2015-10-30,mexico,26.5,31.6,23.4,7.6,77.0,14.0
2015-10-31,india,29.2,34.5,24.2,0.0,68.0,12.0
2015-10-31,mexico,26.8,31.6,23.4,0.6,73.0,11.5
2015-11-01,india,29.2,32.8,25.1,0.0,70.0,10.4
2015-11-01,mexico,26.8,31.7,22.0,0.2,78.0,10.1
2015-11-02,india,28.3,32.7,25.1,0.8,72.0,11.8
2015-11-02,mexico,26.7,31.6,23.6,0.0,76.0,10.8
2015-11-03,india,27.5,31.3,24.6,1.1,73.0,9.2
2015-11-03,mexico,26.7,31.0,22.7,0.1,71.0,9.7
2015-11-04,india,27.7,31.3,24.9,7.0,76.0,6.5
2015-11-04,mexico,26.7,31.3,22.1,0.8,72.0,10.8
2015-11-05,india,27.8,31.1,25.3,9.2,78.0,6.8
2015-11-05,mexico,26.0,30.5,21.6,0.9,69.0,10.8
2015-11-06,india,28.1,31.2,24.5,0.0,77.0,12.2
2015-11-06,mexico,26.5,31.4,22.2,0.0,71.0,10.1
2015-11-07,india,28.4,33.4,24.5,0.0,67.0,10.1
2015-11-07,mexico,26.9,32.3,22.7,0.0,71.0,10.4
2015-11-08,india,28.2,33.1,24.5,0.0,62.0,12.2
2015-11-08,mexico,27.4,31.5,24.4,0.0,74.0,9.4
2015-11-09,india,27.8,32.8,24.5,0.0,62.0,12.2
2015-11-09,mexico,27.0,32.6,23.0,0.1,76.0,11.2
2015-11-10,india,27.0,31.5,23.4,0.0,55.0,12.4
2015-11-10,mexico,27.4,32.3,23.5,0.0,72.0,10.9
2015-11-11,india,28.0,33.2,23.0,0.0,59.0,12.6
2015-11-11,mexico,26.5,31.1,23.5,0.0,74.0,10.1
2015-11-12,india,28.2,33.3,23.5,0.0,61.0,12.2
2015-11-12,mexico,25.5,29.3,23.7,15.8,76.0,7.6
2015-11-13,india,27.2,31.7,23.8,0.0,64.0,11.5
2015-11-13,mexico,26.4,30.3,23.2,1.1,78.0,8.6
2015-11-14,india,27.6,34.0,23.0,0.0,57.0,11.9
2015-11-14,mexico,26.7,31.1,24.4,4.5,76.0,10.1
2015-11-15,india,27.3,32.5,23.4,0.0,56.0,11.9
2015-11-15,mexico,26.6,30.9,23.2,0.1,75.0,9.7
2015-11-16,india,27.5,33.2,23.5,0.0,56.0,12.6
2015-11-16,mexico,26.6,31.5,22.8,0.0,74.0,9.0
2015-11-17,india,27.4,32.9,23.3,0.0,59.0,10.8
2015-11-17,mexico,27.2,31.9,23.8,0.0,76.0,11.2
2015-11-18,india,27.4,33.1,22.6,0.0,52.0,12.5
2015-11-18,mexico,27.1,31.3,24.3,1.4,79.0,10.1
2015-11-19,india,28.0,32.8,23.9,0.0,51.0,15.6
2015-11-19,mexico,26.8,30.7,23.0,19.2,73.0,10.8
2015-11-20,india,27.9,31.2,23.9,11.04,69.0,13.3
2015-11-20,mexico,27.1,31.1,24.5,0.3,74.0,8.3
2015-11-21,india,27.2,30.2,24.8,5.7,81.0,13.0
2015-11-21,mexico,25.1,26.6,22.6,13.1,78.0,7.9
2015-11-22,india,28.0,32.3,24.1,0.7,80.0,10.8
2015-11-22,mexico,26.6,30.0,24.5,6.2,75.0,7.9
2015-11-23,india,27.8,31.0,24.4,8.4,79.0,11.2
2015-11-23,mexico,26.1,30.0,23.1,1.4,75.0,10.1
2015-11-24,india,27.1,30.2,24.9,1.7,83.0,15.2
2015-11-24,mexico,26.5,30.7,23.6,0.7,75.0,9.4
2015-11-25,india,27.9,31.4,24.3,0.2,77.0,12.6
2015-11-25,mexico,26.5,31.2,22.7,0.0,73.0,10.9
2015-11-26,india,27.3,31.6,23.5,0.0,68.0,10.8
2015-11-26,mexico,27.0,31.9,22.6,0.0,70.0,8.9
2015-11-27,india,27.3,32.2,23.3,0.0,68.0,9.0
2015-11-27,mexico,27.1,32.0,24.4,0.0,71.0,10.2
2015-11-28,india,27.2,30.5,24.1,0.0,70.0,9.7
2015-11-28,mexico,27.1,32.1,23.0,1.3,68.0,11.9
2015-11-29,india,27.2,32.3,22.6,0.0,62.0,12.6
2015-11-29,mexico,26.9,30.5,23.6,0.0,67.0,13.7
2015-11-30,india,27.5,32.6,22.8,0.0,67.0,11.4
2015-11-30,mexico,26.0,30.9,21.2,0.0,67.0,12.2
2015-12-01,india,28.3,32.5,24.1,0.1,74.0,10.7
2015-12-01,mexico,26.5,32.1,22.8,0.0,60.0,9.7
2015-12-02,india,28.3,32.9,24.1,0.0,73.0,12.2
2015-12-02,mexico,26.9,31.5,24.3,0.0,66.0,10.4
2015-12-03,india,28.5,32.0,24.8,0.0,67.0,13.2
2015-12-03,mexico,25.3,28.4,23.3,0.0,70.0,5.4
2015-12-04,india,28.3,32.7,24.4,0.0,60.0,12.0
2015-12-04,mexico,26.9,32.3,22.7,0.0,65.0,13.0
2015-12-05,india,27.4,32.2,23.3,0.0,62.0,13.0
2015-12-05,mexico,26.8,32.3,23.1,0.0,61.0,11.9
2015-12-06,india,27.2,32.8,22.5,0.0,60.0,11.9
2015-12-06,mexico,26.9,31.8,22.9,0.0,61.0,9.0
2015-12-07,india,26.6,32.5,22.6,0.0,61.0,11.9
2015-12-07,mexico,27.3,32.5,22.6,0.0,61.0,9.0
2015-12-08,india,26.4,32.7,22.0,0.0,55.0,14.0
2015-12-08,mexico,26.7,32.2,22.7,0.0,65.0,9.7
2015-12-09,india,26.3,32.0,22.3,0.0,54.0,11.5
2015-12-09,mexico,27.0,32.5,23.2,0.0,63.0,12.2
2015-12-10,india,27.5,32.4,23.6,0.0,61.0,10.4
2015-12-10,mexico,26.9,32.2,22.7,0.0,65.0,12.6
2015-12-11,india,26.9,30.1,23.1,0.0,71.0,10.8
2015-12-11,mexico,27.0,32.5,22.8,0.0,65.0,11.8
2015-12-12,india,26.6,31.3,22.5,0.0,72.0,11.2
2015-12-12,mexico,27.5,32.7,23.6,0.0,66.0,11.2
2015-12-13,india,26.6,31.6,22.2,0.0,62.0,11.5
2015-12-13,mexico,27.4,32.7,24.1,0.0,59.0,14.4
2015-12-14,india,27.0,31.3,23.4,0.0,59.0,13.0
2015-12-14,mexico,27.1,32.0,23.1,0.0,63.0,14.8
2015-12-15,india,27.2,31.8,23.8,0.1,63.0,9.7
2015-12-15,mexico,26.9,32.1,22.5,0.0,68.0,13.0
2015-12-16,india,27.1,31.2,23.4,0.0,65.0,13.7
2015-12-16,mexico,26.7,31.7,23.3,0.0,73.0,11.9
2015-12-17,india,26.5,30.4,22.7,0.0,61.0,14.8
2015-12-17,mexico,27.1,31.9,24.2,0.0,72.0,13.7
2015-12-18,india,26.2,29.9,23.2,0.0,55.0,13.4
2015-12-18,mexico,26.2,29.8,22.9,0.0,66.0,11.7
2015-12-19,india,26.1,30.6,22.3,0.0,52.0,12.8
2015-12-19,mexico,25.9,29.6,22.8,0.0,65.0,10.6
2015-12-20,india,26.1,31.1,22.7,0.0,52.0,11.9
2015-12-20,mexico,25.9,29.6,22.6,0.0,67.0,11.9
2015-12-21,india,26.6,31.8,23.5,0.0,62.0,13.3
2015-12-21,mexico,27.4,33.3,23.1,0.0,65.0,11.5
2015-12-22,india,25.9,31.3,21.9,0.0,56.0,21.2
2015-12-22,mexico,27.0,33.0,22.1,0.0,61.0,10.8
2015-12-23,india,24.9,31.1,20.8,0.0,54.0,15.8
2015-12-23,mexico,27.2,33.0,22.4,0.0,60.0,11.5
2015-12-24,india,25.1,30.8,20.8,0.0,54.0,11.9
2015-12-24,mexico,27.3,33.0,22.7,0.0,57.0,12.2
2015-12-25,india,25.8,31.1,22.0,0.0,44.0,17.6
2015-12-25,mexico,27.6,33.6,22.7,0.0,58.0,11.5
2015-12-26,india,25.1,30.5,21.2,0.0,38.0,16.9
2015-12-26,mexico,27.6,33.5,23.9,0.0,64.0,11.2
2015-12-27,india,25.3,31.1,20.9,0.0,36.0,14.8
2015-12-27,mexico,27.4,32.9,22.6,0.0,63.0,12.6
2015-12-28,india,25.9,31.9,19.9,0.0,38.0,13.3
2015-12-28,mexico,26.3,29.9,22.4,0.0,64.0,12.3
2015-12-29,india,26.3,32.6,21.9,0.0,49.0,12.9
2015-12-29,mexico,27.3,32.6,23.4,0.0,67.0,13.0
2015-12-30,india,26.8,34.2,22.4,0.0,41.0,12.2
2015-12-30,mexico,27.9,33.1,23.9,0.0,66.0,12.2
2015-12-31,india,26.7,31.9,21.6,0.0,42.0,14.0
2015-12-31,mexico,28.3,34.0,23.9,0.0,63.0,11.9
2016-01-01,india,27.2,33.5,22.2,0.0,44.0,13.7
2016-01-01,mexico,28.4,33.4,24.5,0.0,63.0,13.3
2016-01-02,india,26.1,33.6,21.8,0.0,46.0,12.2
2016-01-02,mexico,27.9,33.0,23.0,0.0,59.0,12.2
2016-01-03,india,25.9,32.3,21.5,0.0,47.0,10.8
